time code operation
20150210 000001.XSHE long
20150305 000001.XSHE long_sell
20150309 000001.XSHE long
20150312 000001.XSHE long
20150518 000001.XSHE long_sell
20150521 000001.XSHE long
20150529 000001.XSHE long_sell
20150604 000001.XSHE long
20150616 000001.XSHE long_sell
20150619 000001.XSHE short
20150713 000001.XSHE short
20150921 000016.XSHE short
20151105 000001.XSHE short_sell
20151106 000001.XSHE long
20151117 000001.XSHE long
20151119 000001.XSHE long
20151127 000001.XSHE short
20151127 000001.XSHE long_sell
20151202 000001.XSHE long
20151202 000001.XSHE short_sell
20151208 000001.XSHE long_sell
20151221 000001.XSHE long
20151223 000001.XSHE long
20151228 000001.XSHE long_sell
20160104 000001.XSHE short
20160321 000001.XSHE short_sell
20160509 000001.XSHE short
20160517 000001.XSHE short
20160523 000001.XSHE short
20160616 000001.XSHE short
20160718 000016.XSHE short
20160720 000016.XSHE short
20160726 000016.XSHE short_sell
20160728 000016.XSHE short
20160729 000016.XSHE short_sell
20160801 000016.XSHE short
20160803 000016.XSHE short_sell
20160808 000016.XSHE long
20160815 000001.XSHE short_sell
20160824 000016.XSHE long
20160901 000016.XSHE long_sell
20160912 000001.XSHE short
20160912 000016.XSHE short
20160926 000001.XSHE short
20161011 000016.XSHE short_sell
20161013 000001.XSHE short
20161017 000001.XSHE short
20161102 000016.XSHE short
20161116 000016.XSHE short_sell
20161122 000001.XSHE short_sell
20161125 000001.XSHE long
20161201 000001.XSHE long
20161206 000016.XSHE long
20161209 000001.XSHE long
20161212 000016.XSHE short
20161212 000016.XSHE long_sell
20161215 000001.XSHE long_sell
20170214 000016.XSHE short
20170228 000016.XSHE short
20170308 000016.XSHE short
20170317 000016.XSHE short
20170322 000016.XSHE short
20170330 000016.XSHE short
20170412 000016.XSHE short_sell
20170419 000001.XSHE short
20170424 000001.XSHE short
20170424 000016.XSHE short
20170428 000016.XSHE short_sell
20170503 000001.XSHE short
20170508 000016.XSHE short
20170517 000001.XSHE short
20170524 000016.XSHE short_sell
20170525 000001.XSHE short_sell
20170615 000016.XSHE long
20170628 000001.XSHE long
20170628 000016.XSHE long
20170703 000001.XSHE long
20170707 000001.XSHE long
20170814 000001.XSHE long
20170928 000016.XSHE long
20170929 000001.XSHE long
20171026 000016.XSHE long
20171027 000001.XSHE long
20171107 000001.XSHE long
20171206 000016.XSHE long_sell
20171219 000016.XSHE long
20171228 000016.XSHE short
20180104 000016.XSHE long
20180206 000016.XSHE short
20180207 000001.XSHE long_sell
20180208 000001.XSHE short
20180227 000001.XSHE short
20180227 000016.XSHE short
20180316 000016.XSHE long
20180326 000016.XSHE long
20180417 000016.XSHE long_sell
20180419 000016.XSHE short
20180425 000001.XSHE short
20180426 000016.XSHE short
20180517 000016.XSHE short
20180523 000016.XSHE short
20180824 000001.XSHE long
20180919 000001.XSHE long
20181012 000001.XSHE long
20181016 000001.XSHE long
20181019 000001.XSHE long
20181119 000001.XSHE long
20181120 000016.XSHE short
20181219 000001.XSHE short
20190116 000001.XSHE long
20190124 000001.XSHE long
20190213 000016.XSHE short_sell
20190219 000016.XSHE long
20190222 000016.XSHE long
20190506 000016.XSHE short
20190506 000016.XSHE long_sell
