,code,operation,time
173,600000.XSHG,long_sell,20160519
2125,600000.XSHG,long,20160519
1340,300142.XSHE,long_sell,20160519
738,002422.XSHE,long_sell,20160519
2126,600000.XSHG,long,20160520
174,600000.XSHG,long_sell,20160520
1341,300142.XSHE,long_sell,20160520
739,002422.XSHE,long_sell,20160520
175,600000.XSHG,long_sell,20160523
740,002422.XSHE,long_sell,20160523
1342,300142.XSHE,long_sell,20160523
2127,600000.XSHG,long,20160523
741,002422.XSHE,long_sell,20160524
1343,300142.XSHE,long_sell,20160524
2128,600000.XSHG,long,20160524
1344,300142.XSHE,long_sell,20160525
742,002422.XSHE,long_sell,20160525
2129,600000.XSHG,long,20160525
743,002422.XSHE,long_sell,20160526
2130,600000.XSHG,long,20160526
1345,300142.XSHE,long_sell,20160526
2131,600000.XSHG,long,20160527
1346,300142.XSHE,long_sell,20160527
744,002422.XSHE,long_sell,20160527
745,002422.XSHE,long_sell,20160530
2132,600000.XSHG,long,20160530
1347,300142.XSHE,long_sell,20160530
746,002422.XSHE,long_sell,20160531
2133,600000.XSHG,long,20160531
1348,300142.XSHE,long_sell,20160531
1349,300142.XSHE,long_sell,20160601
747,002422.XSHE,long_sell,20160601
2134,600000.XSHG,long,20160601
1350,300142.XSHE,long_sell,20160602
748,002422.XSHE,long_sell,20160602
2135,600000.XSHG,long,20160602
1351,300142.XSHE,long_sell,20160603
749,002422.XSHE,long_sell,20160603
2136,600000.XSHG,long,20160603
1352,300142.XSHE,long_sell,20160606
2137,600000.XSHG,long,20160606
1353,300142.XSHE,long_sell,20160607
2138,600000.XSHG,long,20160607
2139,600000.XSHG,long,20160608
1354,300142.XSHE,long_sell,20160608
750,002422.XSHE,long_sell,20160613
2140,600000.XSHG,long,20160613
1355,300142.XSHE,long_sell,20160613
751,002422.XSHE,long_sell,20160614
2141,600000.XSHG,long,20160614
1356,300142.XSHE,long_sell,20160614
2142,600000.XSHG,long,20160615
752,002422.XSHE,long_sell,20160615
1357,300142.XSHE,long_sell,20160615
176,600000.XSHG,long_sell,20160615
753,002422.XSHE,long_sell,20160616
1358,300142.XSHE,long_sell,20160616
177,600000.XSHG,long_sell,20160616
2143,600000.XSHG,long,20160616
754,002422.XSHE,long_sell,20160617
1359,300142.XSHE,long_sell,20160617
178,600000.XSHG,long_sell,20160617
2144,600000.XSHG,long,20160617
1360,300142.XSHE,long_sell,20160620
179,600000.XSHG,long_sell,20160620
2145,600000.XSHG,long,20160620
1361,300142.XSHE,long_sell,20160621
2146,600000.XSHG,long,20160621
180,600000.XSHG,long_sell,20160621
2147,600000.XSHG,long,20160622
181,600000.XSHG,long_sell,20160622
1362,300142.XSHE,long_sell,20160622
2148,600000.XSHG,long,20160623
182,600000.XSHG,long_sell,20160623
1363,300142.XSHE,long_sell,20160623
1364,300142.XSHE,long_sell,20160624
183,600000.XSHG,long_sell,20160624
2149,600000.XSHG,long,20160624
2150,600000.XSHG,long,20160627
184,600000.XSHG,long_sell,20160627
1365,300142.XSHE,long_sell,20160627
185,600000.XSHG,long_sell,20160628
1366,300142.XSHE,long_sell,20160628
2151,600000.XSHG,long,20160628
1367,300142.XSHE,long_sell,20160629
186,600000.XSHG,long_sell,20160629
2152,600000.XSHG,long,20160629
187,600000.XSHG,long_sell,20160630
1368,300142.XSHE,long_sell,20160630
2153,600000.XSHG,long,20160630
188,600000.XSHG,long_sell,20160701
1369,300142.XSHE,long_sell,20160701
2154,600000.XSHG,long,20160701
1370,300142.XSHE,long_sell,20160704
2155,600000.XSHG,long,20160704
189,600000.XSHG,long_sell,20160704
2156,600000.XSHG,long,20160705
1371,300142.XSHE,long_sell,20160705
190,600000.XSHG,long_sell,20160705
2157,600000.XSHG,long,20160706
1372,300142.XSHE,long_sell,20160706
191,600000.XSHG,long_sell,20160706
192,600000.XSHG,long_sell,20160707
1373,300142.XSHE,long_sell,20160707
2158,600000.XSHG,long,20160707
193,600000.XSHG,long_sell,20160708
1374,300142.XSHE,long_sell,20160708
2159,600000.XSHG,long,20160708
1375,300142.XSHE,long_sell,20160711
2160,600000.XSHG,long,20160711
194,600000.XSHG,long_sell,20160711
195,600000.XSHG,long_sell,20160712
1376,300142.XSHE,long_sell,20160712
2161,600000.XSHG,long,20160712
1377,300142.XSHE,long_sell,20160713
2162,600000.XSHG,long,20160713
2163,600000.XSHG,long,20160714
1378,300142.XSHE,long_sell,20160714
1379,300142.XSHE,long_sell,20160715
2164,600000.XSHG,long,20160715
2165,600000.XSHG,long,20160718
1380,300142.XSHE,long_sell,20160718
1381,300142.XSHE,long_sell,20160719
755,002422.XSHE,long_sell,20160719
2166,600000.XSHG,long,20160719
756,002422.XSHE,long_sell,20160720
1382,300142.XSHE,long_sell,20160720
2167,600000.XSHG,long,20160720
1383,300142.XSHE,long_sell,20160721
757,002422.XSHE,long_sell,20160721
2168,600000.XSHG,long,20160721
758,002422.XSHE,long_sell,20160722
1384,300142.XSHE,long_sell,20160722
2169,600000.XSHG,long,20160722
2170,600000.XSHG,long,20160725
759,002422.XSHE,long_sell,20160725
1385,300142.XSHE,long_sell,20160725
1386,300142.XSHE,long_sell,20160726
760,002422.XSHE,long_sell,20160726
2171,600000.XSHG,long,20160726
2172,600000.XSHG,long,20160727
761,002422.XSHE,long_sell,20160727
1387,300142.XSHE,long_sell,20160727
1388,300142.XSHE,long_sell,20160728
762,002422.XSHE,long_sell,20160728
2173,600000.XSHG,long,20160728
2174,600000.XSHG,long,20160729
1389,300142.XSHE,long_sell,20160729
763,002422.XSHE,long_sell,20160729
2175,600000.XSHG,long,20160801
1390,300142.XSHE,long_sell,20160801
764,002422.XSHE,long_sell,20160801
1391,300142.XSHE,long_sell,20160802
2176,600000.XSHG,long,20160802
2177,600000.XSHG,long,20160803
1392,300142.XSHE,long_sell,20160803
1393,300142.XSHE,long_sell,20160804
2178,600000.XSHG,long,20160804
1394,300142.XSHE,long_sell,20160805
2179,600000.XSHG,long,20160805
2180,600000.XSHG,long,20160808
1395,300142.XSHE,long_sell,20160808
1396,300142.XSHE,long_sell,20160809
2181,600000.XSHG,long,20160809
2182,600000.XSHG,long,20160810
1397,300142.XSHE,long_sell,20160810
1398,300142.XSHE,long_sell,20160811
2183,600000.XSHG,long,20160811
2184,600000.XSHG,long,20160812
1399,300142.XSHE,long_sell,20160812
1400,300142.XSHE,long_sell,20160815
2185,600000.XSHG,long,20160815
1401,300142.XSHE,long_sell,20160816
2186,600000.XSHG,long,20160816
2187,600000.XSHG,long,20160817
1402,300142.XSHE,long_sell,20160817
1403,300142.XSHE,long_sell,20160818
2188,600000.XSHG,long,20160818
1404,300142.XSHE,long_sell,20160819
2189,600000.XSHG,long,20160819
765,002422.XSHE,long_sell,20160822
1405,300142.XSHE,long_sell,20160822
2190,600000.XSHG,long,20160822
2191,600000.XSHG,long,20160823
1406,300142.XSHE,long_sell,20160823
766,002422.XSHE,long_sell,20160823
1407,300142.XSHE,long_sell,20160824
767,002422.XSHE,long_sell,20160824
2192,600000.XSHG,long,20160824
2193,600000.XSHG,long,20160825
1408,300142.XSHE,long_sell,20160825
768,002422.XSHE,long_sell,20160825
2194,600000.XSHG,long,20160826
1409,300142.XSHE,long_sell,20160826
769,002422.XSHE,long_sell,20160826
770,002422.XSHE,long_sell,20160829
2195,600000.XSHG,long,20160829
1410,300142.XSHE,long_sell,20160829
1411,300142.XSHE,long_sell,20160830
196,600000.XSHG,long_sell,20160830
771,002422.XSHE,long_sell,20160830
2196,600000.XSHG,long,20160830
2197,600000.XSHG,long,20160831
1412,300142.XSHE,long_sell,20160831
772,002422.XSHE,long_sell,20160831
2198,600000.XSHG,long,20160901
773,002422.XSHE,long_sell,20160901
1413,300142.XSHE,long_sell,20160901
197,600000.XSHG,long_sell,20160901
1414,300142.XSHE,long_sell,20160902
2199,600000.XSHG,long,20160902
774,002422.XSHE,long_sell,20160902
775,002422.XSHE,long_sell,20160905
2200,600000.XSHG,long,20160905
1415,300142.XSHE,long_sell,20160905
198,600000.XSHG,long_sell,20160906
776,002422.XSHE,long_sell,20160906
1416,300142.XSHE,long_sell,20160906
2201,600000.XSHG,long,20160906
199,600000.XSHG,long_sell,20160907
2202,600000.XSHG,long,20160907
1417,300142.XSHE,long_sell,20160907
777,002422.XSHE,long_sell,20160907
1418,300142.XSHE,long_sell,20160908
2203,600000.XSHG,long,20160908
1419,300142.XSHE,long_sell,20160909
2204,600000.XSHG,long,20160909
1420,300142.XSHE,long_sell,20160912
200,600000.XSHG,long_sell,20160912
2205,600000.XSHG,long,20160912
2206,600000.XSHG,long,20160913
1421,300142.XSHE,long_sell,20160913
201,600000.XSHG,long_sell,20160913
2207,600000.XSHG,long,20160914
1422,300142.XSHE,long_sell,20160914
202,600000.XSHG,long_sell,20160914
1423,300142.XSHE,long_sell,20160919
2208,600000.XSHG,long,20160919
203,600000.XSHG,long_sell,20160919
204,600000.XSHG,long_sell,20160920
1424,300142.XSHE,long_sell,20160920
2209,600000.XSHG,long,20160920
1425,300142.XSHE,long_sell,20160921
2210,600000.XSHG,long,20160921
205,600000.XSHG,long_sell,20160921
206,600000.XSHG,long_sell,20160922
1426,300142.XSHE,long_sell,20160922
2211,600000.XSHG,long,20160922
2212,600000.XSHG,long,20160923
207,600000.XSHG,long_sell,20160923
1427,300142.XSHE,long_sell,20160923
208,600000.XSHG,long_sell,20160926
2213,600000.XSHG,long,20160926
1428,300142.XSHE,long_sell,20160926
2214,600000.XSHG,long,20160927
1429,300142.XSHE,long_sell,20160927
778,002422.XSHE,long_sell,20160927
209,600000.XSHG,long_sell,20160927
2215,600000.XSHG,long,20160928
1430,300142.XSHE,long_sell,20160928
779,002422.XSHE,long_sell,20160928
210,600000.XSHG,long_sell,20160928
2216,600000.XSHG,long,20160929
211,600000.XSHG,long_sell,20160929
780,002422.XSHE,long_sell,20160929
1431,300142.XSHE,long_sell,20160929
2217,600000.XSHG,long,20160930
212,600000.XSHG,long_sell,20160930
1432,300142.XSHE,long_sell,20160930
213,600000.XSHG,long_sell,20161010
2218,600000.XSHG,long,20161010
1433,300142.XSHE,long_sell,20161010
1434,300142.XSHE,long_sell,20161011
2219,600000.XSHG,long,20161011
214,600000.XSHG,long_sell,20161011
2220,600000.XSHG,long,20161012
215,600000.XSHG,long_sell,20161012
2221,600000.XSHG,long,20161013
216,600000.XSHG,long_sell,20161013
1435,300142.XSHE,long_sell,20161014
2222,600000.XSHG,long,20161014
217,600000.XSHG,long_sell,20161014
1436,300142.XSHE,long_sell,20161017
2223,600000.XSHG,long,20161017
218,600000.XSHG,long_sell,20161017
2224,600000.XSHG,long,20161018
1437,300142.XSHE,long_sell,20161018
219,600000.XSHG,long_sell,20161018
1438,300142.XSHE,long_sell,20161019
220,600000.XSHG,long_sell,20161019
2225,600000.XSHG,long,20161019
221,600000.XSHG,long_sell,20161020
1439,300142.XSHE,long_sell,20161020
2226,600000.XSHG,long,20161020
222,600000.XSHG,long_sell,20161021
1440,300142.XSHE,long_sell,20161021
2227,600000.XSHG,long,20161021
1441,300142.XSHE,long_sell,20161024
223,600000.XSHG,long_sell,20161024
2228,600000.XSHG,long,20161024
2229,600000.XSHG,long,20161025
1442,300142.XSHE,long_sell,20161025
224,600000.XSHG,long_sell,20161025
2230,600000.XSHG,long,20161026
225,600000.XSHG,long_sell,20161026
1443,300142.XSHE,long_sell,20161026
2231,600000.XSHG,long,20161027
226,600000.XSHG,long_sell,20161027
1444,300142.XSHE,long_sell,20161027
2232,600000.XSHG,long,20161028
227,600000.XSHG,long_sell,20161028
1445,300142.XSHE,long_sell,20161028
2233,600000.XSHG,long,20161031
1446,300142.XSHE,long_sell,20161031
228,600000.XSHG,long_sell,20161031
229,600000.XSHG,long_sell,20161101
2234,600000.XSHG,long,20161101
1447,300142.XSHE,long_sell,20161101
1448,300142.XSHE,long_sell,20161102
230,600000.XSHG,long_sell,20161102
2235,600000.XSHG,long,20161102
2236,600000.XSHG,long,20161103
1449,300142.XSHE,long_sell,20161103
231,600000.XSHG,long_sell,20161103
781,002422.XSHE,long_sell,20161104
2237,600000.XSHG,long,20161104
2238,600000.XSHG,long,20161107
2239,600000.XSHG,long,20161108
2240,600000.XSHG,long,20161109
782,002422.XSHE,long_sell,20161109
2241,600000.XSHG,long,20161110
2242,600000.XSHG,long,20161111
2243,600000.XSHG,long,20161114
783,002422.XSHE,long_sell,20161114
2244,600000.XSHG,long,20161115
784,002422.XSHE,long_sell,20161115
785,002422.XSHE,long_sell,20161116
2245,600000.XSHG,long,20161116
786,002422.XSHE,long_sell,20161117
2246,600000.XSHG,long,20161117
2247,600000.XSHG,long,20161118
787,002422.XSHE,long_sell,20161118
2248,600000.XSHG,long,20161121
788,002422.XSHE,long_sell,20161121
789,002422.XSHE,long_sell,20161122
2249,600000.XSHG,long,20161122
2250,600000.XSHG,long,20161123
790,002422.XSHE,long_sell,20161123
791,002422.XSHE,long_sell,20161124
2251,600000.XSHG,long,20161124
792,002422.XSHE,long_sell,20161125
2252,600000.XSHG,long,20161125
2253,600000.XSHG,long,20161128
793,002422.XSHE,long_sell,20161128
1450,300142.XSHE,long_sell,20161129
2254,600000.XSHG,long,20161129
794,002422.XSHE,long_sell,20161129
795,002422.XSHE,long_sell,20161130
2255,600000.XSHG,long,20161130
1451,300142.XSHE,long_sell,20161130
796,002422.XSHE,long_sell,20161201
1452,300142.XSHE,long_sell,20161201
2256,600000.XSHG,long,20161201
1453,300142.XSHE,long_sell,20161202
2257,600000.XSHG,long,20161202
797,002422.XSHE,long_sell,20161202
1454,300142.XSHE,long_sell,20161205
2258,600000.XSHG,long,20161205
798,002422.XSHE,long_sell,20161205
799,002422.XSHE,long_sell,20161206
2259,600000.XSHG,long,20161206
1455,300142.XSHE,long_sell,20161206
800,002422.XSHE,long_sell,20161207
2260,600000.XSHG,long,20161207
1456,300142.XSHE,long_sell,20161207
2261,600000.XSHG,long,20161208
801,002422.XSHE,long_sell,20161208
1457,300142.XSHE,long_sell,20161208
802,002422.XSHE,long_sell,20161209
1458,300142.XSHE,long_sell,20161209
2262,600000.XSHG,long,20161209
1459,300142.XSHE,long_sell,20161212
803,002422.XSHE,long_sell,20161212
2263,600000.XSHG,long,20161212
804,002422.XSHE,long_sell,20161213
1460,300142.XSHE,long_sell,20161213
2264,600000.XSHG,long,20161213
2265,600000.XSHG,long,20161214
1461,300142.XSHE,long_sell,20161214
805,002422.XSHE,long_sell,20161214
232,600000.XSHG,long_sell,20161214
1462,300142.XSHE,long_sell,20161215
806,002422.XSHE,long_sell,20161215
2266,600000.XSHG,long,20161215
233,600000.XSHG,long_sell,20161215
2267,600000.XSHG,long,20161216
1463,300142.XSHE,long_sell,20161216
807,002422.XSHE,long_sell,20161216
234,600000.XSHG,long_sell,20161216
1464,300142.XSHE,long_sell,20161219
235,600000.XSHG,long_sell,20161219
808,002422.XSHE,long_sell,20161219
2268,600000.XSHG,long,20161219
809,002422.XSHE,long_sell,20161220
236,600000.XSHG,long_sell,20161220
1465,300142.XSHE,long_sell,20161220
2269,600000.XSHG,long,20161220
810,002422.XSHE,long_sell,20161221
237,600000.XSHG,long_sell,20161221
2270,600000.XSHG,long,20161221
1466,300142.XSHE,long_sell,20161221
811,002422.XSHE,long_sell,20161222
238,600000.XSHG,long_sell,20161222
2271,600000.XSHG,long,20161222
1467,300142.XSHE,long_sell,20161222
1468,300142.XSHE,long_sell,20161223
239,600000.XSHG,long_sell,20161223
812,002422.XSHE,long_sell,20161223
2272,600000.XSHG,long,20161223
813,002422.XSHE,long_sell,20161226
1469,300142.XSHE,long_sell,20161226
2273,600000.XSHG,long,20161226
240,600000.XSHG,long_sell,20161226
814,002422.XSHE,long_sell,20161227
1470,300142.XSHE,long_sell,20161227
241,600000.XSHG,long_sell,20161227
2274,600000.XSHG,long,20161227
2275,600000.XSHG,long,20161228
242,600000.XSHG,long_sell,20161228
1471,300142.XSHE,long_sell,20161228
815,002422.XSHE,long_sell,20161228
2276,600000.XSHG,long,20161229
816,002422.XSHE,long_sell,20161229
1472,300142.XSHE,long_sell,20161229
243,600000.XSHG,long_sell,20161229
2277,600000.XSHG,long,20161230
244,600000.XSHG,long_sell,20161230
2278,600000.XSHG,long,20170103
245,600000.XSHG,long_sell,20170103
246,600000.XSHG,long_sell,20170104
2279,600000.XSHG,long,20170104
247,600000.XSHG,long_sell,20170105
2280,600000.XSHG,long,20170105
2281,600000.XSHG,long,20170106
248,600000.XSHG,long_sell,20170106
2282,600000.XSHG,long,20170109
249,600000.XSHG,long_sell,20170109
2283,600000.XSHG,long,20170110
250,600000.XSHG,long_sell,20170110
2284,600000.XSHG,long,20170111
2285,600000.XSHG,long,20170112
2286,600000.XSHG,long,20170113
1473,300142.XSHE,long_sell,20170116
2287,600000.XSHG,long,20170116
2288,600000.XSHG,long,20170117
1474,300142.XSHE,long_sell,20170117
2289,600000.XSHG,long,20170118
1475,300142.XSHE,long_sell,20170118
1476,300142.XSHE,long_sell,20170119
817,002422.XSHE,long_sell,20170119
2290,600000.XSHG,long,20170119
2291,600000.XSHG,long,20170120
1477,300142.XSHE,long_sell,20170120
818,002422.XSHE,long_sell,20170120
819,002422.XSHE,long_sell,20170123
1478,300142.XSHE,long_sell,20170123
2292,600000.XSHG,long,20170123
2293,600000.XSHG,long,20170124
820,002422.XSHE,long_sell,20170124
1479,300142.XSHE,long_sell,20170124
2294,600000.XSHG,long,20170125
1480,300142.XSHE,long_sell,20170125
2295,600000.XSHG,long,20170126
2296,600000.XSHG,long,20170203
2297,600000.XSHG,long,20170206
2298,600000.XSHG,long,20170207
2299,600000.XSHG,long,20170208
2300,600000.XSHG,long,20170209
2301,600000.XSHG,long,20170210
2302,600000.XSHG,long,20170213
2303,600000.XSHG,long,20170214
2304,600000.XSHG,long,20170215
2305,600000.XSHG,long,20170216
2306,600000.XSHG,long,20170217
2307,600000.XSHG,long,20170220
2308,600000.XSHG,long,20170221
2309,600000.XSHG,long,20170222
251,600000.XSHG,long_sell,20170223
2310,600000.XSHG,long,20170223
2311,600000.XSHG,long,20170224
252,600000.XSHG,long_sell,20170224
2312,600000.XSHG,long,20170227
821,002422.XSHE,long_sell,20170227
253,600000.XSHG,long_sell,20170227
2313,600000.XSHG,long,20170228
822,002422.XSHE,long_sell,20170228
254,600000.XSHG,long_sell,20170228
823,002422.XSHE,long_sell,20170301
255,600000.XSHG,long_sell,20170301
2314,600000.XSHG,long,20170301
2315,600000.XSHG,long,20170302
256,600000.XSHG,long_sell,20170302
824,002422.XSHE,long_sell,20170302
257,600000.XSHG,long_sell,20170303
825,002422.XSHE,long_sell,20170303
2316,600000.XSHG,long,20170303
2317,600000.XSHG,long,20170306
826,002422.XSHE,long_sell,20170306
258,600000.XSHG,long_sell,20170306
827,002422.XSHE,long_sell,20170307
259,600000.XSHG,long_sell,20170307
2318,600000.XSHG,long,20170307
828,002422.XSHE,long_sell,20170308
260,600000.XSHG,long_sell,20170308
2319,600000.XSHG,long,20170308
829,002422.XSHE,long_sell,20170309
2320,600000.XSHG,long,20170309
261,600000.XSHG,long_sell,20170309
2321,600000.XSHG,long,20170310
262,600000.XSHG,long_sell,20170310
830,002422.XSHE,long_sell,20170310
2322,600000.XSHG,long,20170313
263,600000.XSHG,long_sell,20170313
831,002422.XSHE,long_sell,20170313
2323,600000.XSHG,long,20170314
264,600000.XSHG,long_sell,20170314
832,002422.XSHE,long_sell,20170314
833,002422.XSHE,long_sell,20170315
265,600000.XSHG,long_sell,20170315
2324,600000.XSHG,long,20170315
834,002422.XSHE,long_sell,20170316
2325,600000.XSHG,long,20170316
266,600000.XSHG,long_sell,20170316
267,600000.XSHG,long_sell,20170317
835,002422.XSHE,long_sell,20170317
2326,600000.XSHG,long,20170317
268,600000.XSHG,long_sell,20170320
2327,600000.XSHG,long,20170320
836,002422.XSHE,long_sell,20170320
269,600000.XSHG,long_sell,20170321
2328,600000.XSHG,long,20170321
837,002422.XSHE,long_sell,20170321
270,600000.XSHG,long_sell,20170322
2329,600000.XSHG,long,20170322
838,002422.XSHE,long_sell,20170322
2330,600000.XSHG,long,20170323
839,002422.XSHE,long_sell,20170323
271,600000.XSHG,long_sell,20170323
840,002422.XSHE,long_sell,20170324
2331,600000.XSHG,long,20170324
272,600000.XSHG,long_sell,20170324
273,600000.XSHG,long_sell,20170327
841,002422.XSHE,long_sell,20170327
2332,600000.XSHG,long,20170327
842,002422.XSHE,long_sell,20170328
2333,600000.XSHG,long,20170328
274,600000.XSHG,long_sell,20170328
843,002422.XSHE,long_sell,20170329
2334,600000.XSHG,long,20170329
275,600000.XSHG,long_sell,20170329
2335,600000.XSHG,long,20170330
276,600000.XSHG,long_sell,20170330
844,002422.XSHE,long_sell,20170330
1481,300142.XSHE,long_sell,20170330
2336,600000.XSHG,long,20170331
1482,300142.XSHE,long_sell,20170331
277,600000.XSHG,long_sell,20170331
845,002422.XSHE,long_sell,20170331
1483,300142.XSHE,long_sell,20170405
846,002422.XSHE,long_sell,20170405
2337,600000.XSHG,long,20170405
847,002422.XSHE,long_sell,20170406
2338,600000.XSHG,long,20170406
1484,300142.XSHE,long_sell,20170406
2339,600000.XSHG,long,20170407
1485,300142.XSHE,long_sell,20170407
848,002422.XSHE,long_sell,20170407
2340,600000.XSHG,long,20170410
1486,300142.XSHE,long_sell,20170410
1487,300142.XSHE,long_sell,20170411
2341,600000.XSHG,long,20170411
1488,300142.XSHE,long_sell,20170412
2342,600000.XSHG,long,20170412
2343,600000.XSHG,long,20170413
278,600000.XSHG,long_sell,20170413
1489,300142.XSHE,long_sell,20170413
279,600000.XSHG,long_sell,20170414
1490,300142.XSHE,long_sell,20170414
2344,600000.XSHG,long,20170414
2345,600000.XSHG,long,20170417
1491,300142.XSHE,long_sell,20170417
280,600000.XSHG,long_sell,20170417
2346,600000.XSHG,long,20170418
1492,300142.XSHE,long_sell,20170418
281,600000.XSHG,long_sell,20170418
282,600000.XSHG,long_sell,20170419
1493,300142.XSHE,long_sell,20170419
2347,600000.XSHG,long,20170419
1494,300142.XSHE,long_sell,20170420
2348,600000.XSHG,long,20170420
283,600000.XSHG,long_sell,20170420
284,600000.XSHG,long_sell,20170421
2349,600000.XSHG,long,20170421
1495,300142.XSHE,long_sell,20170421
285,600000.XSHG,long_sell,20170424
2350,600000.XSHG,long,20170424
1496,300142.XSHE,long_sell,20170424
2351,600000.XSHG,long,20170425
1497,300142.XSHE,long_sell,20170425
286,600000.XSHG,long_sell,20170425
1498,300142.XSHE,long_sell,20170426
2352,600000.XSHG,long,20170426
287,600000.XSHG,long_sell,20170426
849,002422.XSHE,long_sell,20170427
2353,600000.XSHG,long,20170427
288,600000.XSHG,long_sell,20170427
1499,300142.XSHE,long_sell,20170427
1500,300142.XSHE,long_sell,20170428
2354,600000.XSHG,long,20170428
850,002422.XSHE,long_sell,20170428
289,600000.XSHG,long_sell,20170428
851,002422.XSHE,long_sell,20170502
2355,600000.XSHG,long,20170502
1501,300142.XSHE,long_sell,20170502
2356,600000.XSHG,long,20170503
852,002422.XSHE,long_sell,20170503
1502,300142.XSHE,long_sell,20170503
853,002422.XSHE,long_sell,20170504
2357,600000.XSHG,long,20170504
854,002422.XSHE,long_sell,20170505
2358,600000.XSHG,long,20170505
290,600000.XSHG,long_sell,20170508
855,002422.XSHE,long_sell,20170508
2359,600000.XSHG,long,20170508
1503,300142.XSHE,long_sell,20170509
291,600000.XSHG,long_sell,20170509
856,002422.XSHE,long_sell,20170509
2360,600000.XSHG,long,20170509
292,600000.XSHG,long_sell,20170510
857,002422.XSHE,long_sell,20170510
2361,600000.XSHG,long,20170510
293,600000.XSHG,long_sell,20170511
2362,600000.XSHG,long,20170511
858,002422.XSHE,long_sell,20170511
2363,600000.XSHG,long,20170512
859,002422.XSHE,long_sell,20170512
2364,600000.XSHG,long,20170515
860,002422.XSHE,long_sell,20170515
2365,600000.XSHG,long,20170516
861,002422.XSHE,long_sell,20170516
2366,600000.XSHG,long,20170517
862,002422.XSHE,long_sell,20170517
2367,600000.XSHG,long,20170518
863,002422.XSHE,long_sell,20170518
864,002422.XSHE,long_sell,20170519
2368,600000.XSHG,long,20170519
2369,600000.XSHG,long,20170522
865,002422.XSHE,long_sell,20170522
866,002422.XSHE,long_sell,20170523
2370,600000.XSHG,long,20170523
2371,600000.XSHG,long,20170524
867,002422.XSHE,long_sell,20170524
294,600000.XSHG,long_sell,20170525
868,002422.XSHE,long_sell,20170525
2372,600000.XSHG,long,20170525
295,600000.XSHG,long_sell,20170526
2373,600000.XSHG,long,20170526
869,002422.XSHE,long_sell,20170526
2374,600000.XSHG,long,20170531
296,600000.XSHG,long_sell,20170531
870,002422.XSHE,long_sell,20170531
297,600000.XSHG,long_sell,20170601
2375,600000.XSHG,long,20170601
871,002422.XSHE,long_sell,20170601
872,002422.XSHE,long_sell,20170602
298,600000.XSHG,long_sell,20170602
2376,600000.XSHG,long,20170602
873,002422.XSHE,long_sell,20170605
299,600000.XSHG,long_sell,20170605
2377,600000.XSHG,long,20170605
874,002422.XSHE,long_sell,20170606
300,600000.XSHG,long_sell,20170606
2378,600000.XSHG,long,20170606
875,002422.XSHE,long_sell,20170607
301,600000.XSHG,long_sell,20170607
2379,600000.XSHG,long,20170607
302,600000.XSHG,long_sell,20170608
2380,600000.XSHG,long,20170608
2381,600000.XSHG,long,20170609
303,600000.XSHG,long_sell,20170609
2382,600000.XSHG,long,20170612
304,600000.XSHG,long_sell,20170612
1504,300142.XSHE,long_sell,20170612
1505,300142.XSHE,long_sell,20170613
305,600000.XSHG,long_sell,20170613
2383,600000.XSHG,long,20170613
306,600000.XSHG,long_sell,20170614
2384,600000.XSHG,long,20170614
1506,300142.XSHE,long_sell,20170614
2385,600000.XSHG,long,20170615
307,600000.XSHG,long_sell,20170615
1507,300142.XSHE,long_sell,20170615
308,600000.XSHG,long_sell,20170616
1508,300142.XSHE,long_sell,20170616
2386,600000.XSHG,long,20170616
309,600000.XSHG,long_sell,20170619
1509,300142.XSHE,long_sell,20170619
2387,600000.XSHG,long,20170619
1510,300142.XSHE,long_sell,20170620
2388,600000.XSHG,long,20170620
310,600000.XSHG,long_sell,20170620
1511,300142.XSHE,long_sell,20170621
2389,600000.XSHG,long,20170621
2390,600000.XSHG,long,20170622
1512,300142.XSHE,long_sell,20170622
2391,600000.XSHG,long,20170623
1513,300142.XSHE,long_sell,20170623
2392,600000.XSHG,long,20170626
1514,300142.XSHE,long_sell,20170626
2393,600000.XSHG,long,20170627
1515,300142.XSHE,long_sell,20170627
2394,600000.XSHG,long,20170628
2395,600000.XSHG,long,20170629
2396,600000.XSHG,long,20170630
2397,600000.XSHG,long,20170703
2398,600000.XSHG,long,20170704
2399,600000.XSHG,long,20170705
2400,600000.XSHG,long,20170706
2401,600000.XSHG,long,20170707
876,002422.XSHE,long_sell,20170710
2402,600000.XSHG,long,20170710
2403,600000.XSHG,long,20170711
877,002422.XSHE,long_sell,20170711
878,002422.XSHE,long_sell,20170712
2404,600000.XSHG,long,20170712
2405,600000.XSHG,long,20170713
1516,300142.XSHE,long_sell,20170713
879,002422.XSHE,long_sell,20170713
2406,600000.XSHG,long,20170714
1517,300142.XSHE,long_sell,20170714
880,002422.XSHE,long_sell,20170714
2407,600000.XSHG,long,20170717
1518,300142.XSHE,long_sell,20170717
881,002422.XSHE,long_sell,20170717
2408,600000.XSHG,long,20170718
882,002422.XSHE,long_sell,20170718
1519,300142.XSHE,long_sell,20170718
2409,600000.XSHG,long,20170719
883,002422.XSHE,long_sell,20170719
1520,300142.XSHE,long_sell,20170719
2410,600000.XSHG,long,20170720
884,002422.XSHE,long_sell,20170720
1521,300142.XSHE,long_sell,20170720
2411,600000.XSHG,long,20170721
885,002422.XSHE,long_sell,20170721
1522,300142.XSHE,long_sell,20170721
2412,600000.XSHG,long,20170724
