time code operation
20150519 000001.XSHE buy
20150528 000001.XSHE sell
20150601 000001.XSHE buy
20150602 000001.XSHE sell
20151202 000001.XSHE buy
20151204 000001.XSHE sell
20151228 000001.XSHE buy
20160119 000001.XSHE sell
20160418 000001.XSHE buy
20160419 000001.XSHE sell
20160506 000001.XSHE buy
20160527 000001.XSHE sell
20160727 000016.XSHE buy
20160729 000016.XSHE buy
20160729 000016.XSHE sell
20160801 000016.XSHE buy
20160801 000016.XSHE sell
20160803 000016.XSHE buy
20160803 000016.XSHE sell
20160819 000016.XSHE sell
20160906 000016.XSHE buy
20160907 000016.XSHE buy
20160907 000016.XSHE sell
20160920 000016.XSHE sell
20161122 000016.XSHE buy
20161124 000016.XSHE buy
20161124 000016.XSHE sell
20161128 000016.XSHE buy
20161128 000016.XSHE sell
20161129 000016.XSHE buy
20161129 000016.XSHE sell
20161201 000016.XSHE buy
20161201 000016.XSHE sell
20161202 000016.XSHE buy
20161202 000016.XSHE sell
20161205 000016.XSHE buy
20161205 000016.XSHE sell
20161209 000016.XSHE sell
20170317 000001.XSHE buy
20170331 000001.XSHE sell
20170428 000016.XSHE buy
20170508 000016.XSHE buy
20170508 000016.XSHE sell
20170516 000016.XSHE sell
20170524 000016.XSHE buy
20170605 000001.XSHE buy
20170607 000001.XSHE buy
20170607 000001.XSHE sell
20170609 000016.XSHE sell
20170612 000001.XSHE sell
20170619 000001.XSHE buy
20170704 000001.XSHE sell
20171219 000016.XSHE buy
20171222 000016.XSHE buy
20171222 000016.XSHE sell
20171225 000016.XSHE sell
20171229 000016.XSHE buy
20180115 000016.XSHE sell
20180918 000001.XSHE buy
20181008 000001.XSHE sell
20181120 000016.XSHE buy
20181128 000016.XSHE sell
20181130 000001.XSHE buy
20181205 000001.XSHE sell
20181213 000001.XSHE buy
20181214 000001.XSHE buy
20181214 000001.XSHE sell
20181217 000001.XSHE sell
