time operation sell_price hold_day buy_price buy_date
20150119 sell 6.2 9 6.72 20150106
20150305 sell 9.2 25 6.8 20150122
20150324 sell 9.68 6 9.68 20150316
20150424 sell 13.83 15 11.14 20150402
20150914 sell 24.43 27 14.54 20150429
20151113 sell 6.77 4 7.14 20151109
20151209 sell 7.33 2 7.85 20151207
20160229 sell 4.91 9 4.53 20160216
20160304 sell 5.03 2 5.34 20160302
20160310 sell 5.11 2 5.59 20160308
20160608 sell 4.76 8 4.85 20160527
20160727 sell 4.91 1 5.15 20160726
20160822 sell 5.23 10 5.2 20160808
20161017 sell 4.88 4 5.03 20161011
20161212 sell 4.78 4 5.17 20161206
20170424 sell 4.25 8 4.65 20170412
20170717 sell 4.99 11 4.89 20170630
20170810 sell 5.47 8 5.64 20170731
20170912 sell 5.96 17 5.69 20170818
20181123 sell 3.64 8 3.92 20181113
