time operation sell_price hold_day buy_price buy_date
20150212 sell 13.86 8 13.63 20150202
20150428 sell 16.7 2 16.14 20150424
20150521 sell 15.79 12 15.86 20150505
20150604 sell 16.37 5 15.5 20150528
20150707 sell 14.65 14 15.64 20150616
20150709 sell 14.26 1 13.19 20150708
20150810 sell 12.92 18 13.58 20150715
20150831 sell 11.07 7 12.05 20150820
20150922 sell 10.96 5 10.57 20150915
20151202 sell 12.51 3 11.73 20151127
20160216 sell 10.01 26 11.33 20160104
20160302 sell 10.1 37 11.33 20160104
