time operation sell_price hold_day buy_price buy_date
20150429 sell 14.54 1 13.22 20150428
20151019 sell 7.33 19 21.99 20150915
20151106 sell 6.81 33 21.99 20150915
20151204 sell 7.69 5 7.35 20151127
20151217 sell 7.46 5 7.2 20151210
20160216 sell 4.53 30 7.06 20151228
20160503 sell 5.11 8 5.08 20160420
20160527 sell 4.85 14 4.79 20160509
20160622 sell 4.92 7 4.46 20160613
20160627 sell 4.77 10 4.46 20160613
20161010 sell 4.89 13 4.81 20160912
20170104 sell 4.6 16 4.78 20161212
20170123 sell 4.46 5 4.33 20170116
20170428 sell 4.6 4 4.25 20170424
20170516 sell 4.45 6 4.36 20170508
20170725 sell 5.28 6 4.99 20170717
20180914 sell 4.05 4 3.92 20180910
20181026 sell 3.5 3 3.42 20181023
20181203 sell 3.79 6 3.64 20181123
20190104 sell 3.32 17 3.59 20181210
