date,close,high,open,low,vol,settle,amount,percent,close_EMA_5,close_EMA_3,close_EMA_10,close_EMA_20,close_EMA_40,close_EMA_80,BIAS_5,BIAS_50,CCI,K,D,J,WR,RSI_6,RSI_12,ROC_6,ROC_12,Dea,MACD,close_EMA_26,close_EMA_12
20050104,7.72,7.85,7.81,7.7,0.00011414,7.86,0.0885185,-1.7811704835,7.72,7.72,7.72,7.72,7.72,7.72,,,,,,,,,,,,0.0,0.0,7.72,7.72
20050105,7.61,7.8,7.71,7.55,0.00039237,7.72,0.29987742,-1.4248704663,7.683333333333334,7.665,7.7,7.70952380952381,7.714634146341464,7.717283950617285,,,,,,,,,,,,-0.0017549857549857607,-0.014039886039886085,7.7118518518518515,7.703076923076923
20050106,7.44,7.65,7.61,7.42,0.00016336,7.61,0.12263505,-2.2339027595,7.602222222222223,7.5525,7.652727272727272,7.683854875283446,7.70123735871505,7.710437433318092,,,,,,,,,,,,-0.007226214072937757,-0.043769826543615976,7.6917146776406025,7.662603550295857
20050107,7.41,7.6,7.43,7.39,0.00018076,7.44,0.1349141,-0.4032258065,7.5381481481481485,7.48125,7.608595041322314,7.6577734585897845,7.687030658289926,7.703019225088017,,,,,,,,,,,,-0.015202062879618857,-0.0638067904534488,7.670846923741299,7.623741465634955
20050110,7.49,7.49,7.41,7.35,0.00015314,7.41,0.11355534,1.0796221323,7.522098765432099,7.485625000000001,7.58703230653644,7.641795033962185,7.6774194066660275,7.697759491135227,-0.584019113352807,,,,,,,,,,,-0.023018650259444468,-0.06253269903860487,7.657450855316017,7.60316585553727
20050111,7.55,7.59,7.49,7.48,0.00022257,7.49,0.16771851,0.8010680908,7.531399176954732,7.5178125,7.580299159893451,7.63305264977531,7.671203825853052,7.694111108638062,0.6666666666666643,,,,,,,31.11111111111109,,,,-0.029315928118174718,-0.05037822286984199,7.649491532700016,7.59498649314692
20050112,7.48,7.55,7.55,7.43,0.00010798,7.55,0.0807118,-0.9271523179,7.514266117969822,7.49890625,7.5620629490037325,7.618476206939567,7.661876809957781,7.688824414597616,0.08027829810007144,,,,,,,34.14634146341462,,-3.1088082901554315,,-0.035380810678511114,-0.04851906048269118,7.636936604351867,7.57729626343201
20050113,7.36,7.47,7.46,7.34,0.00027926,7.48,0.20658862,-1.6042780749,7.4628440786465475,7.429453125,7.525324231003054,7.593859425326276,7.647151111911062,7.680705293249527,-1.3140252078305157,,,50.0,50.0,50.0,,38.888888888888864,,-3.28515111695138,,-0.04281599109269467,-0.05948144331346841,7.616422781807284,7.543866069057855
20050114,7.36,7.48,7.36,7.32,0.00017614,7.36,0.13021784,0.0,7.428562719097698,7.394726562500001,7.49526527991159,7.571587099104725,7.633143740598328,7.67278664403349,-1.1815252416756186,,,35.84905660377359,45.28301886792453,16.981132075471706,,42.42424242424243,,-1.0752688172043021,,-0.05062269690673936,-0.06245364651235755,7.59742850167341,7.515578981510492
20050117,6.91,7.35,7.35,6.8,0.0004799,7.36,0.33265376,-6.1141304348,7.255708479398465,7.15236328125,7.388853410836754,7.5085788039518935,7.5978684361788975,7.653952405909207,-5.755591925804676,,,27.566037735849072,39.377358490566046,3.9433962264151177,,8.571428571428525,,-6.747638326585695,,-0.06531713503835003,-0.11755550505288534,7.5465078719198235,7.422412984355031
20050118,6.8,6.95,6.9,6.74,0.00033772,6.91,0.22969476,-1.5918958032,7.1038056529323095,6.976181640625001,7.281789154320981,7.441095108337428,7.558948024657977,7.632867161318857,-5.318852687273735,,,20.575160688368232,33.109959223166776,-4.4944363812288515,,0.0,,-9.21228304405875,,-0.08516447841273048,-0.15877874699504363,7.491210992518354,7.326657140608102
20050119,6.86,6.96,6.9,6.83,0.00035001,6.8,0.24136394,0.8823529412,7.022537101954874,6.9180908203125,7.205100217171711,7.385752717067197,7.524852999064906,7.613784021533206,-2.805327288183639,,,18.36793658294317,28.195951676425572,-1.2880936040216397,,8.108108108108162,15.87301587301589,-9.139072847682113,,-0.10604976039848009,-0.16708225588599687,7.44445462270218,7.254863734360701
20050120,6.91,6.92,6.85,6.7,0.00027265,6.86,0.1868121,0.7288629738,6.985024734636582,6.91404541015625,7.1514456322314,7.340442934489369,7.494860169842227,7.596406638285473,-0.8323765786452455,,,20.11045959462129,25.50078764915748,9.329803485548908,,16.417910447761223,20.833333333333332,-7.620320855614976,-10.492227979274608,-0.12545133155130822,-0.15521256922262505,7.404865391390906,7.201807775228286
20050121,7.17,7.28,6.91,6.9,0.00044704,6.91,0.31608654,3.7626628075,7.046683156424389,7.042022705078125,7.154819153643873,7.32421027406181,7.479013332288947,7.585878079315462,3.4632034632034667,,,31.009969317762504,27.33718153869249,38.355544875902524,59.130434782608695,39.78494623655913,39.53488372093021,-2.58152173913044,-5.781865965834434,-0.13847180196996037,-0.10416376334921712,7.38746795499158,7.196914271347011
20050124,7.25,7.49,7.38,7.15,0.00040211,7.17,0.29138018,1.1157601116,7.11445543761626,7.1460113525390625,7.172124762072261,7.317142628913065,7.467841950226072,7.577584793406437,3.601028865390108,,,42.24194032948873,32.305434468957905,62.11495205055037,50.0,80.35714285714282,44.02985074626865,-1.4945652173913087,-2.55376344086022,-0.14521820897323406,-0.05397125602618946,7.377285143510722,7.205081306524393
20050125,7.09,7.24,7.22,7.08,0.0001936,7.25,0.13756461,-2.2068965517,7.106303625077506,7.118005676269531,7.157192987150032,7.295509997588011,7.4494106355808976,7.565545662705043,0.4818594104308363,,,44.616989755524116,36.409286231146645,61.03239680427906,58.94736842105267,73.77049180327869,35.915492957746466,2.6049204052098367,-4.318488529014849,-0.1499002216533682,-0.03745610144107314,7.3560047625099285,7.187376490136024
20050126,6.89,7.12,7.1,6.85,0.00039493,7.09,0.27472888,-2.8208744711,7.034202416718337,7.004002838134765,7.108612444031845,7.256889997817725,7.422122311894023,7.548865522885165,-2.4355706598697213,,,37.761537474146856,36.86003664548005,39.56453913148047,78.88888888888893,51.99999999999996,28.84615384615385,1.3235294117647038,-8.010680907877177,-0.15589210338840842,-0.04793505388032182,7.321485891212897,7.141626260884328
