time close_EMA_15#2#1&trend close_EMA_12#close_EMA_26#1&cross close_EMA_7#close_EMA_15#1&diff close_EMA_15#close_EMA_25#1&diff close_EMA_25#2#1&trend K#40#0&thre&HS close#close_shift_4#1&diff MACD#0#0&thre MACD#0#1&thre K#40#1&thre&HS
20150106 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150107 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150108 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150109 1.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0
20150112 1.0 0.0 1.0 1.0 1.0 0.0 0.0 1.0 0.0 1.0
20150113 1.0 0.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 0.0
20150114 1.0 0.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 0.0
20150115 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0
20150116 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0
20150119 0.0 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0
20150120 0.0 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0
20150121 0.0 0.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 0.0
20150122 1.0 0.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 0.0
20150123 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0
20150126 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0
20150127 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0
20150128 1.0 0.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 0.0
20150129 0.0 0.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 0.0
20150130 0.0 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0
20150202 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0
20150203 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0
20150204 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0
20150205 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0
20150206 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0
20150209 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0
20150210 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0
20150211 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0
20150212 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0
20150213 0.0 0.0 0.0 1.0 0.0 0.0 1.0 1.0 0.0 1.0
20150216 1.0 0.0 0.0 1.0 1.0 0.0 1.0 1.0 0.0 1.0
20150217 1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 0.0 1.0
20150225 1.0 0.0 1.0 1.0 1.0 0.0 1.0 1.0 0.0 1.0
20150226 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150227 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150302 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150303 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150304 1.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0
20150305 1.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 0.0
20150306 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 0.0
20150309 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0
20150310 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150311 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150312 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150313 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150316 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150317 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150318 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150319 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150320 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150323 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150324 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150325 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150326 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150327 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150330 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150331 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150401 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150402 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150403 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150407 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150408 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150409 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150410 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150413 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150414 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150415 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150416 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0
20150417 1.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0
20150420 1.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0
20150421 1.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0
