time operation trade_price
20150105 noo 6.11
20150106 long 6.72
20150107 long 6.63
20150107 sell 6.63
20150108 long 6.49
20150108 sell 6.49
20150109 noo 6.37
20150109 sell 6.37
20150112 noo 6.39
20150113 noo 6.38
20150114 noo 6.38
20150115 noo 6.44
20150116 noo 6.4
20150119 noo 6.2
20150120 noo 6.4
20150121 long 6.56
20150122 long 6.8
20150122 sell 6.8
20150123 long 6.61
20150123 sell 6.61
20150126 long 7.06
20150126 sell 7.06
20150127 long 7.6
20150127 sell 7.6
20150128 long 7.5
20150128 sell 7.5
20150129 long 7.6
20150129 sell 7.6
20150130 long 7.46
20150130 sell 7.46
20150202 long 7.42
20150202 sell 7.42
20150203 long 7.64
20150203 sell 7.64
20150204 long 7.55
20150204 sell 7.55
20150205 long 7.5
20150205 sell 7.5
20150206 long 7.52
20150206 sell 7.52
20150209 long 7.52
20150209 sell 7.52
20150210 long 7.78
20150210 sell 7.78
20150211 long 8.06
20150211 sell 8.06
20150212 long 8.31
20150212 sell 8.31
20150213 long 8.29
20150213 sell 8.29
20150216 long 8.65
20150216 sell 8.65
20150217 long 8.88
20150217 sell 8.88
20150225 long 9.49
20150225 sell 9.49
20150226 long 9.33
20150226 sell 9.33
20150227 long 9.6
20150227 sell 9.6
20150302 long 10.04
20150302 sell 10.04
20150303 long 10.0
20150303 sell 10.0
20150304 long 9.93
20150304 sell 9.93
20150305 noo 9.2
20150306 short 9.15
20150306 sell 9.15
20150309 short 9.11
20150309 sell 9.11
20150310 short 9.16
20150310 sell 9.16
20150311 short 9.2
20150311 sell 9.2
20150312 noo 9.25
20150313 noo 9.2
20150316 noo 9.68
20150317 long 9.66
20150317 sell 9.66
20150318 long 10.35
20150318 sell 10.35
20150319 long 10.0
20150319 sell 10.0
20150320 long 9.9
20150320 sell 9.9
20150323 long 10.02
20150323 sell 10.02
20150324 noo 9.68
20150325 noo 9.8
20150325 sell 9.8
20150326 noo 9.7
20150327 noo 9.79
20150330 long 9.97
20150331 noo 9.81
20150331 sell 9.81
20150401 noo 10.13
20150402 long 11.14
20150403 long 11.67
20150403 sell 11.67
20150407 long 11.65
20150407 sell 11.65
