time operation trade_price
20150105 long 16.02
20150106 long 15.78
20150106 sell 15.78
20150107 noo 15.48
20150107 sell 15.48
20150108 noo 14.96
20150109 short 15.08
20150112 short 14.77
20150112 sell 14.77
20150113 short 14.68
20150113 sell 14.68
20150114 short 14.81
20150114 sell 14.81
20150115 noo 15.35
20150116 long 15.37
20150116 sell 15.37
20150119 noo 13.83
20150120 short 13.83
20150120 sell 13.83
20150121 short 14.42
20150121 sell 14.42
20150122 short 14.3
20150122 sell 14.3
20150123 noo 14.4
20150123 sell 14.4
20150126 noo 14.34
20150126 sell 14.34
20150127 short 13.99
20150128 short 14.06
20150128 sell 14.06
20150129 short 13.9
20150129 sell 13.9
20150130 short 13.93
20150130 sell 13.93
20150202 short 13.63
20150202 sell 13.63
20150203 noo 13.95
20150203 sell 13.95
20150204 noo 13.71
20150205 short 13.79
20150206 short 13.51
20150206 sell 13.51
20150209 short 13.52
20150209 sell 13.52
20150210 noo 13.77
20150210 sell 13.77
20150211 noo 13.73
20150212 noo 13.86
20150213 long 13.95
20150216 long 13.92
20150216 sell 13.92
20150217 long 13.99
20150217 sell 13.99
20150225 noo 13.8
20150226 noo 14.07
20150227 long 13.99
20150227 sell 13.99
20150302 long 14.03
20150302 sell 14.03
20150303 noo 13.6
20150304 short 13.57
20150304 sell 13.57
20150305 short 13.38
20150305 sell 13.38
20150306 short 13.44
20150306 sell 13.44
20150309 noo 14.15
20150310 long 13.77
20150310 sell 13.77
20150311 long 13.86
20150311 sell 13.86
20150312 long 14.6
20150312 sell 14.6
20150313 long 14.99
20150313 sell 14.99
20150316 long 15.41
20150316 sell 15.41
20150317 long 15.4
20150317 sell 15.4
20150318 long 15.51
20150318 sell 15.51
20150319 long 15.19
20150319 sell 15.19
20150320 long 15.32
20150320 sell 15.32
20150323 long 15.43
20150323 sell 15.43
20150324 long 15.35
20150324 sell 15.35
20150325 noo 14.91
20150326 noo 15.11
20150326 sell 15.11
20150327 noo 15.08
20150330 noo 15.66
20150331 long 15.75
20150401 long 15.96
20150401 sell 15.96
20150402 long 15.8
20150402 sell 15.8
20150403 long 15.85
20150403 sell 15.85
20150407 long 16.81
20150407 sell 16.81
20150408 long 17.92
20150408 sell 17.92
20150409 long 18.0
20150409 sell 18.0
20150410 long 19.8
20150410 sell 19.8
20150413 noo 16.54
20150414 short 16.3
20150414 sell 16.3
20150415 short 16.65
20150415 sell 16.65
20150416 noo 17.0
20150417 noo 16.93
20150420 noo 16.3
20150421 short 16.56
20150421 sell 16.56
20150422 noo 16.95
20150423 noo 16.66
20150424 short 16.14
20150424 sell 16.14
20150427 short 16.42
20150427 sell 16.42
20150428 noo 16.7
20150429 long 16.65
20150429 sell 16.65
20150430 long 16.7
20150430 sell 16.7
20150504 noo 16.52
20150505 short 15.86
20150505 sell 15.86
20150506 short 15.72
20150506 sell 15.72
20150507 short 15.67
20150507 sell 15.67
20150508 short 15.85
20150508 sell 15.85
20150511 noo 16.03
20150511 sell 16.03
