time operation sell_price hold_day buy_price buy_date
20160302 sell 5.34 2 4.91 20160229
20160308 sell 5.59 2 5.03 20160304
20160413 sell 5.61 5 5.11 20160310
20160527 sell 4.85 36 5.11 20160310
20160622 sell 4.92 7 4.46 20160613
20160627 sell 4.77 10 4.46 20160613
20161011 sell 5.03 14 4.81 20160912
20170210 sell 4.62 38 4.78 20161212
20170411 sell 4.54 6 4.37 20170330
20170428 sell 4.6 4 4.25 20170424
20170519 sell 4.51 9 4.36 20170508
20171009 sell 6.0 5 5.61 20170925
20181113 sell 3.92 89 5.18 20180703
