time code operation
20150106 000016.XSHE long
20150120 000016.XSHE long
20150202 000001.XSHE short
20150206 000001.XSHE short
20150217 000001.XSHE short_sell
20150305 000001.XSHE short
20150309 000001.XSHE short_sell
20150312 000001.XSHE long
20150427 000001.XSHE long
20150505 000001.XSHE long_sell
20150515 000001.XSHE short
20150522 000001.XSHE short_sell
20150525 000001.XSHE long
20150528 000001.XSHE long_sell
20150529 000001.XSHE short
20150604 000001.XSHE short_sell
20150608 000001.XSHE long
20150615 000001.XSHE long_sell
20150618 000001.XSHE short
20150713 000001.XSHE short
20150917 000016.XSHE short
20150917 000016.XSHE long_sell
20151014 000001.XSHE short
20151020 000001.XSHE short_sell
20151104 000001.XSHE long
20151127 000001.XSHE long_sell
20151202 000001.XSHE long
20151208 000001.XSHE long_sell
20151221 000001.XSHE long
20151228 000001.XSHE long_sell
20160104 000001.XSHE short
20160223 000016.XSHE short
20160224 000016.XSHE long
20160225 000016.XSHE long_sell
20160229 000016.XSHE short
20160302 000016.XSHE short_sell
20160304 000016.XSHE short
20160304 000001.XSHE short_sell
20160308 000016.XSHE long
20160308 000016.XSHE short_sell
20160310 000016.XSHE short
20160310 000016.XSHE long_sell
20160321 000001.XSHE long
20160413 000016.XSHE long
20160413 000016.XSHE short_sell
20160415 000001.XSHE long
20160420 000016.XSHE short
20160420 000001.XSHE long_sell
20160506 000016.XSHE short
20160527 000016.XSHE short_sell
20160613 000016.XSHE short
20160616 000001.XSHE short
20160622 000016.XSHE long
20160622 000016.XSHE short_sell
20160627 000016.XSHE short_sell
20160712 000016.XSHE long
20160719 000001.XSHE short
20160722 000001.XSHE short
20160725 000016.XSHE long
20160729 000016.XSHE long
20160801 000016.XSHE long_sell
20160801 000001.XSHE short_sell
20160803 000016.XSHE long
20160811 000001.XSHE short_sell
20160812 000001.XSHE long
20160823 000016.XSHE long
20160901 000016.XSHE long_sell
20160912 000016.XSHE short
20160912 000001.XSHE long_sell
20161011 000016.XSHE short_sell
20161125 000001.XSHE long
20161201 000001.XSHE long
20161205 000016.XSHE long
20161209 000001.XSHE long
20161212 000016.XSHE short
20161212 000016.XSHE long_sell
20161215 000001.XSHE long_sell
20170113 000016.XSHE short
20170210 000016.XSHE short_sell
20170330 000016.XSHE short
20170411 000016.XSHE short_sell
20170412 000016.XSHE long
20170419 000001.XSHE short
20170424 000016.XSHE short
20170424 000016.XSHE long_sell
20170428 000016.XSHE short_sell
20170504 000001.XSHE short
20170508 000016.XSHE short
20170511 000016.XSHE short
20170519 000016.XSHE short_sell
20170525 000001.XSHE short_sell
20170606 000016.XSHE long
20170615 000016.XSHE long
20170627 000001.XSHE long
20170628 000016.XSHE long
20170630 000016.XSHE long
20170707 000001.XSHE long
20170719 000016.XSHE long
20170811 000001.XSHE short
20170811 000001.XSHE long_sell
20170814 000016.XSHE long
20170823 000001.XSHE long
20170921 000001.XSHE long
20170925 000016.XSHE short
20170925 000016.XSHE long_sell
20171009 000016.XSHE long
20171009 000016.XSHE short_sell
20171010 000001.XSHE long
20171016 000001.XSHE long
20171016 000016.XSHE long_sell
20171018 000001.XSHE long
20171030 000016.XSHE long
20171106 000016.XSHE long
20171107 000001.XSHE long
20171130 000016.XSHE long_sell
20171204 000001.XSHE long
20171205 000016.XSHE short
20171211 000001.XSHE long
20171215 000016.XSHE short
20171219 000001.XSHE long
20171226 000001.XSHE long
20171227 000016.XSHE short
20180102 000001.XSHE long
20180111 000016.XSHE long
20180112 000001.XSHE long
20180116 000016.XSHE long
20180118 000016.XSHE long
20180130 000016.XSHE long
20180202 000016.XSHE long
20180205 000001.XSHE long
20180206 000016.XSHE short
20180207 000001.XSHE short
20180316 000016.XSHE long
20180327 000016.XSHE long
20180416 000001.XSHE short
20180418 000016.XSHE short
20180427 000001.XSHE short
20180516 000001.XSHE short
20180524 000016.XSHE short
20180703 000016.XSHE short
20180713 000016.XSHE short
20180726 000016.XSHE short
20180802 000001.XSHE short
20180814 000001.XSHE short
20180824 000001.XSHE long
20180918 000001.XSHE long
20181009 000016.XSHE short
20181011 000016.XSHE short
20181016 000001.XSHE long
20181019 000001.XSHE long
20181108 000001.XSHE long
20181113 000016.XSHE long
20181113 000016.XSHE short_sell
20181115 000016.XSHE long
20181123 000016.XSHE short
20181127 000001.XSHE short
20181130 000016.XSHE short
20181210 000016.XSHE short
20181214 000016.XSHE short
20181219 000001.XSHE short
20190108 000001.XSHE short
20190116 000001.XSHE long
20190118 000001.XSHE long
20190124 000001.XSHE long
20190128 000016.XSHE short
20190213 000016.XSHE long
20190218 000016.XSHE long
20190327 000001.XSHE long
20190329 000001.XSHE long
20190424 000016.XSHE long
20190426 000016.XSHE short
20190506 000001.XSHE short
20190508 000001.XSHE short
