date,close,high,low,open,codes,volume
20190524,26.32,27.22,26.17,27.08,JD,17438246
20190528,26.27,26.77,26.22,26.45,JD,14073776
20190529,26.01,26.13,25.48,25.97,JD,12530113
20190530,26.35,26.63,26.03,26.03,JD,8466589
20190531,25.76,25.9,25.525,25.81,JD,11156154
20190603,25.76,26.5,25.5,25.81,JD,11858986
20190604,26.8,26.9,26.085,26.18,JD,11199007
20190605,26.19,26.99,25.67,26.95,JD,11011591
20190606,26.24,26.38,25.81,26.18,JD,7660507
20190607,26.8,27.16,26.35,26.36,JD,9481153
