time operation trade_price
20150105 noo 16.02
20150106 noo 15.78
20150107 noo 15.48
20150108 noo 14.96
20150109 noo 15.08
20150112 noo 14.77
20150113 noo 14.68
20150114 noo 14.81
20150115 long 15.35
20150116 noo 15.37
20150119 short 13.83
20150119 long_sell 13.83
20150120 noo 13.83
20150121 noo 14.42
20150122 noo 14.3
20150123 noo 14.4
20150126 noo 14.34
20150127 short 13.99
20150128 noo 14.06
20150129 short 13.9
20150130 noo 13.93
20150202 noo 13.63
20150203 noo 13.95
20150204 short 13.71
20150205 noo 13.79
20150206 short 13.51
20150209 noo 13.52
20150210 noo 13.77
20150211 noo 13.73
20150212 noo 13.86
20150213 noo 13.95
20150216 noo 13.92
20150217 noo 13.99
20150225 noo 13.8
20150225 long_sell 13.8
20150226 noo 14.07
20150227 noo 13.99
20150302 noo 14.03
20150303 noo 13.6
20150304 noo 13.57
20150305 short 13.38
20150306 noo 13.44
20150309 noo 14.15
20150309 short_sell 14.15
20150310 noo 13.77
20150311 noo 13.86
20150312 long 14.6
20150313 noo 14.99
20150316 noo 15.41
20150317 noo 15.4
20150318 noo 15.51
20150319 noo 15.19
20150320 noo 15.32
20150323 noo 15.43
20150324 noo 15.35
20150325 noo 14.91
20150326 noo 15.11
20150327 noo 15.08
20150330 long 15.66
20150331 noo 15.75
20150401 noo 15.96
20150402 noo 15.8
20150403 noo 15.85
20150407 noo 16.81
20150408 noo 17.92
20150409 noo 18.0
20150410 noo 19.8
20150413 noo 16.54
20150414 noo 16.3
20150415 noo 16.65
20150416 long 17.0
20150417 noo 16.93
20150420 noo 16.3
20150420 long_sell 16.3
20150421 noo 16.56
20150422 noo 16.95
20150423 noo 16.66
20150424 noo 16.14
20150427 noo 16.42
20150428 noo 16.7
20150429 noo 16.65
20150430 noo 16.7
20150504 noo 16.52
20150505 short 15.86
20150506 noo 15.72
20150507 noo 15.67
20150508 noo 15.85
20150511 noo 16.03
20150512 noo 15.96
20150513 noo 15.88
20150514 noo 15.89
20150515 short 15.45
20150518 noo 15.18
20150519 noo 15.59
20150520 noo 15.74
20150521 noo 15.79
20150522 noo 16.27
20150522 short_sell 16.27
20150525 long 16.6
20150526 noo 16.62
20150527 noo 16.48
20150528 short 15.5
20150528 long_sell 15.5
20150529 noo 15.32
20150601 noo 15.9
20150602 noo 15.77
20150603 noo 15.83
20150604 noo 16.37
20150604 short_sell 16.37
20150605 noo 16.3
20150608 long 17.29
20150609 noo 16.98
20150610 noo 16.68
20150611 noo 16.48
20150612 noo 16.51
20150615 noo 15.92
20150615 long_sell 15.92
20150616 short 15.64
20150617 noo 15.73
20150618 short 15.38
20150619 noo 14.63
20150623 noo 14.95
20150624 noo 15.12
20150625 noo 14.87
20150626 noo 13.77
20150629 noo 13.56
20150630 noo 14.54
20150701 noo 13.92
20150702 noo 13.75
20150703 noo 13.07
20150706 noo 13.88
20150707 noo 14.65
20150708 short 13.19
20150709 noo 14.26
20150710 noo 14.86
20150710 short_sell 14.86
20150713 noo 14.44
20150714 short 13.87
20150715 noo 13.58
20150716 noo 13.6
20150717 noo 13.82
20150720 noo 13.6
20150721 noo 13.57
20150722 noo 13.52
20150723 noo 13.67
20150724 short 13.38
20150727 noo 12.44
20150728 noo 12.62
20150729 noo 12.6
20150730 noo 12.26
20150731 noo 12.36
20150803 noo 12.82
20150804 noo 12.86
20150805 noo 12.59
20150806 noo 12.53
20150807 noo 12.61
20150810 noo 12.92
20150811 noo 12.84
20150812 short 12.57
20150813 noo 12.57
20150814 noo 12.64
20150817 noo 12.54
20150818 short 12.27
20150819 noo 12.23
20150820 noo 12.05
20150821 noo 11.5
20150824 noo 10.35
20150825 noo 9.46
20150826 noo 9.91
20150827 noo 10.8
20150828 noo 10.83
20150831 noo 11.07
20150901 noo 11.57
20150902 noo 11.84
20150902 short_sell 11.84
20150907 short 10.89
20150908 noo 11.0
20150909 noo 11.1
20150910 noo 11.05
20150911 noo 10.96
20150914 noo 10.87
20150915 noo 10.57
20150916 noo 10.9
20150917 noo 10.77
20150918 noo 10.81
20150921 noo 10.82
20150922 noo 10.96
20150923 short 10.7
20150924 noo 10.71
20150925 short 10.55
20150928 noo 10.53
20150929 noo 10.38
20150930 noo 10.49
20151008 noo 10.7
20151009 noo 10.9
20151009 short_sell 10.9
20151012 long 11.23
20151013 noo 11.13
20151014 noo 10.98
20151015 noo 11.17
20151016 noo 11.23
20151019 noo 11.26
20151020 noo 11.32
20151021 noo 11.22
20151022 noo 11.33
20151023 long 11.47
20151026 noo 11.52
20151027 noo 11.48
20151028 noo 11.27
20151029 noo 11.27
20151030 noo 11.36
20151102 noo 11.14
20151102 long_sell 11.14
20151103 noo 11.05
20151104 long 11.69
20151105 noo 12.07
