time code operation
20150106 000016.XSHE long
20150115 000001.XSHE long
20150119 000001.XSHE short
20150119 000016.XSHE long_sell
20150119 000001.XSHE long_sell
20150121 000016.XSHE long
20150127 000001.XSHE short
20150129 000001.XSHE short
20150204 000001.XSHE short
20150206 000001.XSHE short
20150225 000001.XSHE long_sell
20150305 000001.XSHE short
20150309 000001.XSHE short_sell
20150312 000001.XSHE long
20150325 000016.XSHE long
20150327 000016.XSHE long
20150330 000001.XSHE long
20150401 000016.XSHE long
20150416 000001.XSHE long
20150420 000001.XSHE long_sell
20150429 000016.XSHE long
20150505 000001.XSHE short
20150515 000001.XSHE short
20150522 000001.XSHE short_sell
20150525 000001.XSHE long
20150528 000001.XSHE short
20150528 000001.XSHE long_sell
20150604 000001.XSHE short_sell
20150608 000001.XSHE long
20150615 000001.XSHE long_sell
20150616 000001.XSHE short
20150618 000001.XSHE short
20150708 000001.XSHE short
20150710 000001.XSHE short_sell
20150714 000001.XSHE short
20150724 000001.XSHE short
20150812 000001.XSHE short
20150818 000001.XSHE short
20150902 000001.XSHE short_sell
20150907 000001.XSHE short
20150915 000016.XSHE short
20150915 000016.XSHE long_sell
20150923 000001.XSHE short
20150925 000001.XSHE short
20151009 000001.XSHE short_sell
20151012 000001.XSHE long
20151023 000001.XSHE long
20151102 000001.XSHE long_sell
20151104 000001.XSHE long
20151120 000016.XSHE long
20151120 000016.XSHE short_sell
20151127 000001.XSHE short
20151127 000001.XSHE long_sell
20151202 000001.XSHE long
20151202 000001.XSHE short_sell
20151204 000016.XSHE short_sell
20151204 000001.XSHE long_sell
20151207 000016.XSHE long
20151208 000001.XSHE long_sell
20151209 000016.XSHE long_sell
20151210 000016.XSHE short
20151215 000016.XSHE short
20151217 000016.XSHE short_sell
20151221 000001.XSHE long
20151228 000016.XSHE short
20151228 000001.XSHE long_sell
20160104 000001.XSHE short
20160218 000016.XSHE short_sell
20160219 000016.XSHE long
20160222 000001.XSHE short_sell
20160225 000001.XSHE short
20160229 000016.XSHE long_sell
20160302 000016.XSHE long
20160302 000001.XSHE short_sell
20160304 000001.XSHE long
20160307 000016.XSHE long
20160311 000016.XSHE long_sell
20160318 000001.XSHE long
20160413 000016.XSHE long
20160420 000016.XSHE short
20160420 000001.XSHE long_sell
20160427 000016.XSHE short
20160503 000016.XSHE short_sell
20160506 000016.XSHE short
20160527 000016.XSHE long
20160527 000016.XSHE short_sell
20160531 000016.XSHE long
20160608 000016.XSHE long_sell
20160613 000016.XSHE short
20160616 000001.XSHE short
20160616 000016.XSHE short
20160621 000016.XSHE short
20160622 000016.XSHE long
20160622 000016.XSHE short_sell
20160627 000016.XSHE short_sell
20160712 000016.XSHE long
20160725 000016.XSHE long
20160728 000016.XSHE long_sell
20160729 000016.XSHE long
20160803 000016.XSHE long
20160808 000016.XSHE long
20160812 000001.XSHE long
20160912 000016.XSHE short
20160923 000016.XSHE short
20161125 000001.XSHE long
20161206 000016.XSHE long
20161212 000016.XSHE short
20170116 000016.XSHE short
20170412 000016.XSHE long
20170424 000016.XSHE short
20170428 000016.XSHE short_sell
20170505 000001.XSHE short
20170508 000016.XSHE short
20170531 000001.XSHE long
20170615 000016.XSHE long
20170630 000016.XSHE long
20170711 000001.XSHE long
20170725 000016.XSHE long
20170731 000016.XSHE long
20170801 000001.XSHE long
20170811 000001.XSHE short
20170818 000016.XSHE long
20170823 000001.XSHE long
20170825 000016.XSHE long
20170904 000001.XSHE long
20170925 000016.XSHE short
20171020 000016.XSHE short
20171030 000016.XSHE long
20171106 000016.XSHE long
20171107 000001.XSHE long
20171123 000016.XSHE short
20171130 000016.XSHE short
20171205 000016.XSHE short
20171215 000001.XSHE short
20171215 000016.XSHE short
20171226 000001.XSHE long
20171227 000016.XSHE short
20180102 000001.XSHE long
20180104 000016.XSHE long
20180108 000016.XSHE long
20180111 000016.XSHE long
20180115 000001.XSHE long
20180118 000016.XSHE long
20180131 000016.XSHE long
20180205 000001.XSHE long
20180206 000016.XSHE short
20180207 000001.XSHE short
20180227 000001.XSHE short
20180227 000016.XSHE short
20180302 000016.XSHE short
20180307 000016.XSHE long
20180314 000001.XSHE short
20180316 000016.XSHE long
20180322 000001.XSHE short
20180327 000016.XSHE long
20180410 000016.XSHE long
20180411 000001.XSHE long
20180417 000016.XSHE short
20180424 000001.XSHE long
20180427 000001.XSHE short
20180511 000016.XSHE short
20180523 000001.XSHE short
20180525 000016.XSHE short
20180529 000001.XSHE short
20180608 000001.XSHE short
20180619 000001.XSHE short
20180628 000016.XSHE short
20180629 000016.XSHE long
20180706 000016.XSHE short
20180710 000001.XSHE short
20180719 000016.XSHE short
20180723 000001.XSHE long
20180730 000016.XSHE short
20180815 000001.XSHE short
20180824 000001.XSHE long
20180829 000016.XSHE short
20180905 000016.XSHE short
20180918 000016.XSHE short_sell
20180919 000001.XSHE long
20181011 000001.XSHE short
20181011 000016.XSHE short
20181019 000001.XSHE long
20181102 000001.XSHE long
20181113 000016.XSHE long
20181123 000016.XSHE short
20181127 000001.XSHE short
20181210 000016.XSHE short
20181214 000016.XSHE short
20181218 000016.XSHE short
20181219 000001.XSHE short
20190110 000001.XSHE long
20190115 000001.XSHE long
20190118 000001.XSHE long
20190124 000001.XSHE long
20190129 000016.XSHE short
20190212 000016.XSHE long
20190218 000001.XSHE long
20190318 000001.XSHE long
20190329 000001.XSHE long
20190415 000001.XSHE long
20190424 000001.XSHE long
20190425 000016.XSHE short
20190506 000001.XSHE short
